시도명,시군구명,시설명,상세주소,시설면적,경도,위도,관리부서
인천광역시,계양구,서운고등학교 운동장,인천광역시 계양구 서운동   55-42,3360,126.74587,37.526514,학교장
전라남도,광양시,중동근린공원,전라남도 광양시 중동   1673,53741,127.69291,34.934176,공원관리사업소장
인천광역시,계양구,계수중학교 운동장,인천광역시 계양구 서운동   109-2,1775,126.744915,37.534947,학교장
경상남도,통영시,용남생활체육공원,경상남도 통영시 용남면 원평리 917-140,10694,128.46004,34.884093,관광개발공사 시설관리팀
경상남도,통영시,유영초등학교운동장,경상남도 통영시 북신동   106-2,2200,128.426537,34.851409,
인천광역시,계양구,살나리공원,인천광역시 계양구 서운동   185-1,1438,126.746171,37.53626,유민철
인천광역시,계양구,오조산공원,인천광역시 계양구 용종동   208,12820,126.738099,37.540588,유민철
경상북도,포항시,상도중학교 운동장,경상북도 포항시 남구 대도동   156-1,4800,129.361372,36.014684,조상수
경상북도,포항시,포항종합운동장,경상북도 포항시 남구 대도동   313-1,17000,129.363494,36.008955,조상수
경상북도,포항시,장성초등학교 운동장,경상북도 포항시 북구 장성동   1344,5000,129.371848,36.06979,조상수
경상북도,청도군,청도중앙초등학교 운동장,경상북도 청도군 청도읍 원정리 530,3960,128.752174,35.647095,청도교육청
인천광역시,연수구,양지공원,인천광역시 연수구 연수동   594-1,10254,126.678693,37.415134,
제주특별자치도,서귀포시,하원초등학교 운동장,제주특별자치도 서귀포시 하원동   323-1,5310,126.459585,33.252843,
제주특별자치도,서귀포시,서호초등학교 운동장,제주특별자치도 서귀포시 호근동   1421-5,24564,126.529319,33.253657,
인천광역시,미추홀구,인천기계공업고등학교운동장,인천광역시 미추홀구 주안동   638-1,6458,126.668634,37.455676,
인천광역시,미추홀구,인천주안북초등학교운동장,인천광역시 미추홀구 주안동   14-1,1113,126.678143,37.467968,
인천광역시,서구,서곶중학교 운동장,인천광역시 서구 연희동   734-2,3037,126.671173,37.54918,학교장
인천광역시,서구,주물공단공원,인천광역시 서구 경서동   678,10361,126.639548,37.555644,서구청장
경상남도,통영시,충렬초등학교운동장,경상남도 통영시 명정동   173,3060,128.416218,34.847294,
경상남도,통영시,통영중학교운동장,경상남도 통영시 봉평동   196,9940,128.416243,34.828707,김철호
전라남도,구례군,용방초등학교 운동장,전라남도 구례군 용방면 용정리 199-2,5800,127.433306,35.250571,
인천광역시,계양구,효성고등학교  운동장,인천광역시 계양구 효성동   13-1,2860,126.715232,37.531817,학교장
인천광역시,계양구,효성동초등학교 운동장,인천광역시 계양구 효성동   1-4,3760,126.716456,37.532897,학교장
전라남도,여수시,부영여자고등학교 운동장,전라남도 여수시 안산동   657-1,968,127.651668,34.758801,김혜영
경상남도,의령군,용덕면공설운동장,경상남도 의령군 용덕면 가락리 189-5,5795,128.27129,35.341376,조재건
경상남도,의령군,유곡초등학교 운동장,경상남도 의령군 유곡면 칠곡리 330,3950,128.31385,35.433774,이권희
경상남도,의령군,화정초등학교 운동장,경상남도 의령군 화정면 상정리 642-1,2280,128.211378,35.276251,정슬기
경기도,오산시,원동초등학교,경기도 오산시 원동   805,1440,127.069758,37.135244,백삼식
경상북도,포항시,형산강변체육공원,경상북도 포항시 남구 해도동   119-1,20000,129.373637,36.016833,조상수
경상북도,포항시,송도중학교 운동장,경상북도 포항시 남구 송도동   492-1,4000,129.377289,36.028653,조상수
경상북도,포항시,송도초등학교 운동장,경상북도 포항시 남구 송도동   산24-38,4800,129.380668,36.032362,조상수
경상북도,포항시,기북초등학교 운동장,경상북도 포항시 북구 기북면 용기리 126-8,2000,129.167659,36.128997,조상수
경기도,안산시,와동초등학교 운동장,경기도 안산시 단원구 와동   704,4586,126.831238,37.336718,
경기도,안산시,덕성초등학교 운동장,경기도 안산시 단원구 고잔동   676-1,7498,126.836799,37.327508,
경기도,안산시,관산초등학교 운동장,경기도 안산시 단원구 초지동   603,7721,126.806797,37.328366,
경기도,안산시,안산진흥초등학교 운동장,경기도 안산시 단원구 고잔동   712-1,3692,126.822242,37.312106,
경상북도,경주시,서라벌여자중학교 운동장,경상북도 경주시 황성동   1053-18,8217,129.217055,35.854839,
경상북도,경주시,신라공업고등학교 운동장,경상북도 경주시 천북면 신당리 1084,15507,129.242152,35.893183,
경상북도,경주시,아화중학교 운동장,경상북도 경주시 서면 아화리 123,2304,129.047292,35.899693,
경상북도,경주시,서면사무소 주차장,경상북도 경주시 서면 아화리 359-2,2215,129.052488,35.891418,
경상북도,경주시,의곡초등학교 우라분교 운동장,경상북도 경주시 산내면 우라리 939-2,5414,129.013173,35.812488,
경상북도,경주시,의곡초등학교 일부분교 운동장 ,경상북도 경주시 산내면 일부리 748,5539,129.015441,35.720831,
경상북도,경주시,내남초등학교 운동장,경상북도 경주시 내남면 부지리 431-1,2164,129.1956,35.764799,
인천광역시,서구,간재울초등학교 운동장,인천광역시 서구 검암동   629-3,1949,126.672438,37.560311,학교장
인천광역시,서구,금곡초등학교 운동장,인천광역시 서구 금곡동   721-1,3287,126.650941,37.605416,학교장
인천광역시,동구,동산고등학교 운동장,인천광역시 동구 송림동   97-1,5000,126.648339,37.473597,
경기도,안산시,사리운동장,경기도 안산시 상록구 본오동   968-0,4831,126.856707,37.284835,
경기도,안산시,반월초등학교 운동장,경기도 안산시 상록구 건건동   629,4205,126.901506,37.305417,
경기도,안산시,서울예술대학교 운동장,경기도 안산시 단원구 고잔동   640,6059,126.837958,37.332713,
경기도,안산시,신길중학교 운동장,경기도 안산시 단원구 신길동   1549,3791,126.787676,37.337016,
경기도,안산시,부부로주차장,경기도 안산시 단원구 원곡동   991-1,7869,126.790141,37.332134,
경기도,안산시,별망초등학교 운동장,경기도 안산시 단원구 초지동   739-1,2968,126.813546,37.30442,
경기도,안산시,초지초등학교 운동장,경기도 안산시 단원구 초지동   724-1,4650,126.814306,37.312519,
경기도,안산시,별망중학교 운동장,경기도 안산시 단원구 초지동   739-2,4001,126.812184,37.304494,
인천광역시,서구,봉화초등학교 운동장,인천광역시 서구 가좌동   147,1772,126.67029,37.49527,학교장
대전광역시,동구,천동초등학교 운동장,대전광역시 동구 천동   214-1,3090,127.445485,36.316341,이용휘
대전광역시,동구,판암초등학교 운동장,대전광역시 동구 판암동   334-1,12199,127.460739,36.315552,송선희
전라남도,여수시,남초등학교 운동장,전라남도 여수시 국동   513,5626,127.719976,34.73101,김경호
전라남도,여수시,여수문수중학교 운동장,전라남도 여수시 문수동   171,7975,127.700182,34.753531,최경룡
경상남도,의령군,가례초등학교 운동장,경상남도 의령군 가례면 수성리 199-2,2500,128.246513,35.333172,지찬수
경상북도,포항시,양포초등학교 운동장,경상북도 포항시 남구 장기면 양포리 487-18,3000,129.513223,35.876202,조상수
전라남도,광양시,칠성초등학교 운동장,전라남도 광양시 광양읍 칠성리 1006,2700,127.578845,34.979019,
인천광역시,계양구,양지말공원,인천광역시 계양구 동양동   592,6271,126.754155,37.563843,유민철
경상남도,통영시,통영여자고등학교운동장,경상남도 통영시 도천동   121,2960,128.410825,34.840058,
경상북도,포항시,두호남부초등학교 운동장,경상북도 포항시 북구 두호동   919-9,3200,129.373828,36.061554,조상수
인천광역시,미추홀구,인천주안남초등학교운동장,인천광역시 미추홀구 주안동   1503,6728,126.685415,37.450076,
인천광역시,미추홀구,인천대제물포캠퍼스대운동장,인천광역시 미추홀구 도화동   20-6,25392,126.653723,37.474929,
경기도,안산시,시곡초등학교 운동장,경기도 안산시 상록구 사동   1344-2,6058,126.852474,37.288744,
경기도,안산시,안산초등학교 운동장,경기도 안산시 상록구 수암동   177,5283,126.878173,37.364681,
경상북도,안동시,영명학교 운동장,경상북도 안동시 북후면 오산리 500-1,1327,128.709566,36.621004,
경상북도,안동시,길안중학교 운동장,경상북도 안동시 길안면 천지리 731-1,9812,128.894342,36.458614,
경상북도,경주시,경주여자고등학교 운동장,경상북도 경주시 성건동   620-118,13269,129.205907,35.857416,
경상북도,경주시,옥산초등학교 운동장,경상북도 경주시 안강읍 옥산리 1116,2128,129.169231,35.995241,
경기도,파주시,지산초등학교 운동장,경기도 파주시 와동동   1339-5,2655,126.761731,37.730863,
경상북도,군위군,소보면복지회관,경상북도 군위군 소보면 송원리 682,345,128.477431,36.256594,
인천광역시,서구,불로중학교 운동장,인천광역시 서구 불로동   306-22,2374,126.695992,37.615501,학교장
인천광역시,서구,갈매공원,인천광역시 서구 공촌동   304,1177,126.684818,37.552776,서구청장
충청북도,옥천군,삼양초등학교 운동장,충청북도 옥천군 옥천읍 마암리 5-1,9850,127.568925,36.297428,
충청북도,옥천군,옥천여자중학교 운동장,충청북도 옥천군 옥천읍 문정리 455-2,5430,127.57271,36.304088,
경기도,오산시,죽미체육공원 다목적구장,경기도 오산시 세교동   619,3975,127.04527,37.180673,김종수
경기도,오산시,고현초등학교,경기도 오산시 고현동   92,1406,127.085574,37.133456,조계태
경기도,오산시,매홀초등학교,경기도 오산시 수청동   534-1,7423,127.063592,37.162453,유재은
경상북도,포항시,월포초등학교 운동장,경상북도 포항시 북구 청하면 월포리 306,2700,129.367974,36.203189,조상수
경상북도,포항시,(구)포항중앙초등학교 운동장,경상북도 포항시 북구 동빈1가   90-0,5300,129.368515,36.043652,조상수
인천광역시,연수구,솔밭 공원,인천광역시 연수구 연수동   582-1,19984,126.690311,37.416339,
제주특별자치도,서귀포시,새서귀초등학교 운동장,제주특별자치도 서귀포시 서호동   1451,16759,126.513179,33.256409,
제주특별자치도,서귀포시,남주고등학교 운동장,제주특별자치도 서귀포시 동홍동   1907,1200,126.564511,33.275606,
제주특별자치도,서귀포시,토평초등학교 운동장,제주특별자치도 서귀포시 토평동   1210-1,500,126.5896,33.265886,
제주특별자치도,서귀포시,효돈중학교 운동장,제주특별자치도 서귀포시 하효동   15-1,2402,126.620636,33.265315,
제주특별자치도,서귀포시,풍천초등학교 운동장,제주특별자치도 서귀포시 성산읍 신천리 603,8800,126.850159,33.348835,
제주특별자치도,서귀포시,신풍레포츠공원,제주특별자치도 서귀포시 성산읍 신풍리 1567,32922,126.816061,33.37894,
인천광역시,미추홀구,선인고등학교운동장,인천광역시 미추홀구 도화동   20-6,6917,126.653723,37.474929,
인천광역시,미추홀구,석바위근린공원,인천광역시 미추홀구 주안동   1578,32902,126.693943,37.454023,
경상북도,영덕군,강구면 삼사공원-2(삼사지구),경상북도 영덕군 강구면 삼사리 167,13645,129.384776,36.348881,안전재난건설과 재해복구담당 이수현
인천광역시,서구,가좌초등학교 운동장,인천광역시 서구 가좌동   30-87,2644,126.684179,37.490162,학교장
인천광역시,서구,서곶초등학교 운동장,인천광역시 서구 연희동   745-1,2833,126.669876,37.54795,학교장
인천광역시,옹진군,공원,인천광역시 옹진군 북도면 모도리 80-1,2240,126.411235,37.534422,안지홍
경상남도,사천시,남양중학교 운동장,경상남도 사천시 송포동   281,2590,128.062632,34.968969,
경상남도,통영시,이순신공원,경상남도 통영시 정량동   683,950000,128.442235,34.844523,공원녹지과
경상남도,통영시,벽방초등학교운동장,경상남도 통영시 광도면 안정리 1058,1820,128.410457,34.948391,서영우
경상남도,통영시,사량중학교운동장,경상남도 통영시 사량면 금평리 107,2890,128.22,34.844338,송길훈
인천광역시,계양구,낙원공원,인천광역시 계양구 임학동   25,630,126.737541,37.546505,유민철
경상남도,통영시,통영공설운동장,경상남도 통영시 북신동   77-2,15400,128.430452,34.851458,체육지원과
인천광역시,계양구,동양택지1공원,인천광역시 계양구 동양동   575-1,1105,126.753399,37.559163,유민철
인천광역시,계양구,동산공원,인천광역시 계양구 장기동   131,3392,126.730642,37.579427,유민철
인천광역시,계양구,장기공원,인천광역시 계양구 장기동   124,1179,126.731429,37.577684,유민철
경상남도,통영시,충무초등학교운동장,경상남도 통영시 정량동   232,1880,128.430418,34.84787,
인천광역시,계양구,당산초등학교 운동장,인천광역시 계양구 동양동   583-0,2472,126.759341,37.558525,학교장
전라남도,여수시,중앙초등학교 운동장,전라남도 여수시 종화동   943,777,127.74426,34.740944,오후미
대전광역시,동구,명석고등학교 운동장,대전광역시 동구 가양동   116,536,127.454616,36.352476,김상수
대전광역시,동구,용전초등학교 운동장,대전광역시 동구 용전동   40-2,7445,127.430072,36.356211,유인재
대전광역시,동구,대전성남초등학교 운동장,대전광역시 동구 성남동   193-5,3090,127.429648,36.343273,정순영
대전광역시,동구,현암초등학교 운동장,대전광역시 동구 삼성동   353-1,2800,127.420628,36.341751,조남수
경상남도,의령군,의령여자중고등학교 운동장,경상남도 의령군 가례면 가례리 265-1,3000,128.245126,35.323562,지찬수
전라남도,여수시,여수서초등학교 운동장,전라남도 여수시 서교동   898,7700,127.724961,34.741383,정유진
경상남도,의령군,지정초등학교 운동장,경상남도 의령군 지정면 봉곡리 775-1,2385,128.387782,35.383031,홍배근
경기도,오산시,화성초등학교,경기도 오산시 수청동   47-1,6374,127.068927,37.16464,임희경
경상북도,포항시,구룡포중학교(포항과학기술고등학교) 운동장,경상북도 포항시 남구 구룡포읍 구룡포리 199-30,3500,129.565783,35.991832,조상수
충청북도,음성군,소이면사무소 광장,충청북도 음성군 소이면 대장리 145-3,5409,127.757621,36.923468,이정섭
충청북도,음성군,원남초등학교 운동장,충청북도 음성군 원남면 보룡리 371-1,570,127.653827,36.878658,양철기
경상남도,함양군,함양중학교 운동장,경상남도 함양군 함양읍 교산리 217,11200,127.730437,35.524918,김주안
경상남도,함양군,함양초등학교 운동장,경상남도 함양군 함양읍 운림리 27-1,6919,127.725903,35.521035,김주안
경상북도,의성군,의성군공설운동장,경상북도 의성군 의성읍 중리리 516,30903,128.702527,36.355938,054-830-5032
강원도,삼척시,진주초등학교 운동장,강원도 삼척시 남양동   178,5200,129.164839,37.433738,정원교
대전광역시,유성구,두리초등학교 운동장,대전광역시 유성구 송강동   162,1377,127.381983,36.428858,정성희
전라남도,순천시,순천이수초등학교 운동장,전라남도 순천시 조례동   1283,1350,127.511865,34.949992,
인천광역시,서구,석남초등학교 운동장,인천광역시 서구 석남동   109-32,3257,126.680298,37.510145,학교장
경상남도,사천시,서포초등학교 운동장,경상남도 사천시 서포면 구평리 653,1058,127.977067,35.00853,
전라남도,구례군,광의초등학교 운동장,전라남도 구례군 광의면 연파리 318-1,5600,127.443921,35.259089,
전라남도,구례군,구례고등학교 운동장,전라남도 구례군 구례읍 봉남리 54,2300,127.463316,35.204447,
인천광역시,계양구,중앙공원,인천광역시 계양구 장기동   136,1670,126.734351,37.577709,유민철
인천광역시,계양구,모텡이공원,인천광역시 계양구 동양동   607,1147,126.75457,37.561711,유민철
인천광역시,계양구,계산1공원,인천광역시 계양구 계산동   944-20,838,126.723728,37.542765,유민철
인천광역시,계양구,된밭공원,인천광역시 계양구 작전동   88,8159,126.729296,37.532749,유민철
인천광역시,계양구,계산체육공원,인천광역시 계양구 계산동   907-1,15596,126.729585,37.544938,유민철
전라남도,광양시,봉강초등학교 운동장,전라남도 광양시 봉강면 봉당리 468-2,4695,127.581428,35.01215,봉강초등학교장
인천광역시,계양구,명현초등학교 운동장,인천광역시 계양구 효성동   15-3,1156,126.712613,37.531803,학교장
인천광역시,계양구,서운중학교 운동장,인천광역시 계양구 서운동   55-146,3308,126.744421,37.526084,학교장
인천광역시,계양구,효성남초등학교 운동장,인천광역시 계양구 효성동   276,2269,126.716162,37.528381,학교장
전라남도,여수시,여문공원,전라남도 여수시 문수동   126-0,41830,127.701284,34.752845,최경룡
경상남도,함양군,위성초등학교 운동장,경상남도 함양군 함양읍 교산리 201,5850,127.732624,35.523547,김주안
경상북도,포항시,오천중고등학교 운동장,경상북도 포항시 남구 오천읍 용덕리 267-0,7600,129.413392,35.968888,조상수
인천광역시,옹진군,답동종합운동장,인천광역시 옹진군 대청면 대청리 421-1,5040,124.716955,37.83202,정광용
충청북도,음성군,충북반도체고 운동장,충청북도 음성군 금왕읍 금석리 103,1059,127.606066,36.99457,김민환
경상북도,포항시,신광초등학교 운동장,경상북도 포항시 북구 신광면 토성리 483-0,4000,129.262171,36.129241,조상수
경상북도,포항시,포항동부초등학교 운동장,경상북도 포항시 북구 두호동   336-0,5200,129.380303,36.062634,조상수
대전광역시,동구,가양초등학교 운동장,대전광역시 동구 가양동   340-17,875.55,127.440263,36.342377,라기선
전라남도,여수시,부영초등학교 운동장,전라남도 여수시 여서동   592,4262,127.700338,34.745513,김준호
전라남도,여수시,여천고등학교 운동장,전라남도 여수시 선원동   54,26833,127.661611,34.771109,방성은
전라남도,광양시,철조각공원,전라남도 광양시 금호동   716,18620,127.731927,34.940286,포스코 후생팀 이광용
경상남도,함양군,안의고등학교 운동장,경상남도 함양군 안의면 석천리 90-0,539,127.818545,35.630762,김주안
인천광역시,연수구,선학 공원,인천광역시 연수구 선학동   359-0,9132,126.699219,37.424148,심광섭
인천광역시,연수구,체육공원,인천광역시 연수구 연수동   636,20000,126.68601,37.409389,정은진
제주특별자치도,서귀포시,성산중학교 운동장,제주특별자치도 서귀포시 성산읍 고성리 1027,9985,126.910431,33.443549,
제주특별자치도,서귀포시,성산고등학교 운동장,제주특별자치도 서귀포시 성산읍 오조리 360,20602,126.915412,33.469647,
인천광역시,동구,만석초등학교 운동장,인천광역시 동구 화수동   11-6,2902,126.628143,37.484183,
인천광역시,남동구,동인천중학교 운동장,인천광역시 남동구 구월동   1089-1,15758,126.696983,37.454543,학교장
인천광역시,남동구,만월중학교 운동장,인천광역시 남동구 서창동   658,3510,126.752228,37.42619,학교장
경상북도,안동시,풍산초등학교 운동장,경상북도 안동시 풍산읍 하리리 247,4206,128.574219,36.576542,
인천광역시,부평구,부평북초등학교 운동장,인천광역시 부평구 갈산동   10-1,1980,126.729536,37.52057,부평북초등학교장
인천광역시,부평구,부평공업고등학교 운동장,인천광역시 부평구 갈산동   360-2,2700,126.726933,37.512353,부평공업고등학교장
전라남도,나주시,빛가람초등학교 운동장,전라남도 나주시 빛가람동   625,2652,126.785607,35.008124,김석배
인천광역시,옹진군,소청분교운동장,인천광역시 옹진군 대청면 소청리 454-1,1444,124.753961,37.77374,강태철
인천광역시,서구,석남서초등학교 운동장,인천광역시 서구 석남동   580,3130,126.670887,37.499773,학교장
인천광역시,서구,심곡초등학교 운동장,인천광역시 서구 심곡동   291-8,1479,126.682563,37.543427,학교장
전라남도,나주시,영산포여자중학교 운동장,전라남도 나주시 이창동   136,5660,126.711739,34.996833,이정석
경상남도,통영시,도산중학교운동장,경상남도 통영시 도산면 법송리 1042,4000,128.361781,34.903993,이영수
인천광역시,계양구,은행공원,인천광역시 계양구 계산동   1084-1,1751,126.7393,37.537426,유민철
인천광역시,계양구,서녘공원,인천광역시 계양구 동양동   620-2,1062,126.757763,37.560861,유민철
인천광역시,계양구,작전공원 2,인천광역시 계양구 작전동   902,5221,126.735305,37.531069,유민철
인천광역시,계양구,북인천여자중학교 운동장,인천광역시 계양구 효성동   551,6630,126.701082,37.526693,학교장
인천광역시,계양구,서운초등학교 운동장,인천광역시 계양구 서운동   55-133,2822,126.744455,37.526894,학교장
전라남도,광양시,다압초등학교 운동장,전라남도 광양시 다압면 고사리 1106,1581,127.691861,35.120641,다압초등학교장
전라남도,여수시,나진초등학교 운동장,전라남도 여수시 화양면 나진리 463,3778,127.612234,34.708687,위성현
경상남도,의령군,칠곡초등학교 운동장,경상남도 의령군 칠곡면 외조리 85-1,3340,128.19547,35.340778,강동국
경상북도,포항시,유강초등학교 운동장,경상북도 포항시 남구 연일읍 유강리 582-0,4400,129.314572,36.003817,조상수
경상북도,군위군,송원초등학교 운동장,경상북도 군위군 소보면 송원리 675,1818,128.476361,36.25369,
충청북도,음성군,음성여자중학교 운동장,충청북도 음성군 음성읍 평곡리 830-3,12000,127.69909,36.927455,한남수
경상북도,포항시,환호공원,경상북도 포항시 북구 환호동   323-3,30000,129.395345,36.067956,조상수
제주특별자치도,서귀포시,걸매생태공원,제주특별자치도 서귀포시 서홍동   470,22615,126.554878,33.249807,
제주특별자치도,서귀포시,중문중학교 운동장,제주특별자치도 서귀포시 중문동   1935,8031,126.429044,33.250581,
제주특별자치도,서귀포시,산업과학고 운동장,제주특별자치도 서귀포시 상효동   1237-1,10827,126.595939,33.297804,
제주특별자치도,서귀포시,시흥초등학교 운동장,제주특별자치도 서귀포시 성산읍 시흥리 1214-4,6979,126.895439,33.479181,
경기도,안산시,석호중학교 운동장,경기도 안산시 상록구 사동   541-1,2927,126.851769,37.300042,
경상북도,안동시,북후초등학교 운동장,경상북도 안동시 북후면 장기리 679,4417,128.696839,36.67601,
경상북도,영덕군,"강구면 강구초등학교 운동장(오포2,3지구)",경상북도 영덕군 강구면 오포리 599-2,6856,129.379623,36.356652,안전재난건설과 재해복구담당 이수현
경상북도,영덕군,해맞이 휴게 주유소,경상북도 영덕군 병곡면 금곡리 10,2679,129.421484,36.643443,안전재난건설과 재해복구담당 김경호
인천광역시,서구,석남체육공원,인천광역시 서구 석남동   483,7616,126.675012,37.510393,서구청장
인천광역시,옹진군,체육시설,인천광역시 옹진군 덕적면 서포리 226-1,6636,126.118146,37.222479,전정현
인천광역시,서구,건지초등학교 운동장,인천광역시 서구 가좌동   200,3322,126.677971,37.49497,학교장
경기도,안산시,양지중학교 운동장,경기도 안산시 단원구 고잔동   781-2,4835,126.833245,37.30482,
경상남도,사천시,곤명초등학교 운동장,경상남도 사천시 곤명면 정곡리 848-1,807,127.938405,35.109638,
경상북도,경주시,외동읍사무소 주차장,경상북도 경주시 외동읍 입실리 525,3026,129.327577,35.717381,
경상북도,경주시,효청보건고등학교 운동장,경상북도 경주시 외동읍 모화리 162,7800,129.341564,35.671642,
전라남도,나주시,나주실내체육관 주차장,전라남도 나주시 송월동   1107-1,3300,126.712435,35.012354,이상귀
경상남도,사천시,대방초등학교 운동장,경상남도 사천시 서동   76,1289,128.06552,34.931331,
경상남도,사천시,삼천포제일중학교 운동장,경상남도 사천시 용강동   505-1,2605,128.085831,34.94837,
경상남도,사천시,용산초등학교 운동장,경상남도 사천시 봉남동   479,800,128.098766,34.943031,
경상남도,통영시,충무여자중학교운동장,경상남도 통영시 인평동   385,4500,128.395621,34.841209,
경상남도,통영시,통영고등학교운동장,경상남도 통영시 봉평동   130,7980,128.417111,34.830053,정종현
인천광역시,계양구,계산4공원,인천광역시 계양구 계산동   1068-1,1500,126.733359,37.537887,유민철
인천광역시,계양구,서운공원,인천광역시 계양구 작전동   915-2,8975,126.740989,37.528038,유민철
인천광역시,계양구,계산중학교 운동장,인천광역시 계양구 계산동   1085-4,6224,126.74255,37.534223,학교장
인천광역시,계양구,효성중학교 운동장,인천광역시 계양구 효성동   28-43,2956,126.710787,37.53738,학교장
전라남도,광양시,성황초등학교 운동장,전라남도 광양시 성황동   342,3933,127.682678,34.940246,성황초등학교장
전라남도,여수시,신풍초등학교 운동장,전라남도 여수시 율촌면 신풍리 1006-0,6900,127.610126,34.843956,김용환
전라남도,여수시,거문중학교 운동장,전라남도 여수시 삼산면 덕촌리 811,560,127.303078,34.02478,김인성
대전광역시,동구,대동초등학교 운동장,대전광역시 동구 대동   198-10,10754,127.446912,36.325182,정헌권
전라남도,여수시,여수동초등학교 운동장,전라남도 여수시 공화동   1181,8188,127.740808,34.746984,문재동
전라남도,여수시,여수진남초등학교 운동장,전라남도 여수시 광무동   819,12084,127.726905,34.751827,오승룡
경상남도,함양군,마천초등학교 운동장,경상남도 함양군 마천면 덕전리 86-4,2530,127.659256,35.386292,김주안
경상남도,함양군,유림초등학교 운동장,경상남도 함양군 유림면 화촌리 472,2950,127.792654,35.471794,김주안
경상북도,포항시,기계초등학교 운동장,경상북도 포항시 북구 기계면 현내리 842-2,6800,129.203597,36.071717,조상수
경상북도,포항시,포항해양과학고등학교 운동장,경상북도 포항시 북구 여남동   390,8300,129.40592,36.074957,조상수
제주특별자치도,서귀포시,서귀포고등학교 운동장,제주특별자치도 서귀포시 동홍동   1460-6,878,126.562416,33.257317,
인천광역시,동구,창영초등학교 운동장,인천광역시 동구 창영동   30,1417,126.639373,37.471532,
인천광역시,동구,서흥초등학교 운동장,인천광역시 동구 송림동   34-1,1972,126.64468,37.479331,
경기도,안산시,구룡운동장,경기도 안산시 상록구 이동   609-3,3150,126.860853,37.307924,
경기도,안산시,초당초등학교 운동장,경기도 안산시 상록구 사동   1389,4103,126.851149,37.285384,
경기도,안산시,한양대학교 정문주차장,경기도 안산시 상록구 사동   1271,20869,126.835387,37.296672,
경기도,안산시,본원초등학교 운동장,경기도 안산시 상록구 본오동   902,7665,126.861982,37.291171,
경기도,안산시,안산부곡초등학교 운동장,경기도 안산시 상록구 부곡동   680,6400,126.860154,37.329038,
인천광역시,옹진군,자월분교운동장,인천광역시 옹진군 자월면 자월리 1116-2,2641,126.306223,37.253291,
인천광역시,옹진군,선재초운동장,인천광역시 옹진군 영흥면 선재리 3,1750,126.534148,37.237876,김선주
경기도,안산시,슬기초등학교 운동장,경기도 안산시 단원구 고잔동   720-1,3389,126.82597,37.305344,
경상북도,경주시,경주초등학교 운동장,경상북도 경주시 충효동   3012,11733,129.189556,35.842373,
경상북도,경주시,선덕여자중학교 운동장,경상북도 경주시 인왕동   571-1,13015,129.223769,35.837971,
경상남도,통영시,충무중학교운동장,경상남도 통영시 인평동   386-3,4300,128.396515,34.840491,
인천광역시,계양구,샘터공원,인천광역시 계양구 귤현동   509-5,1120,126.745517,37.567869,유민철
경상북도,경주시,입실초등학교 운동장,경상북도 경주시 외동읍 입실리 1039,6209,129.324655,35.716631,
경상북도,안동시,남선초등학교 운동장,경상북도 안동시 남선면 구미리 146,3364,128.768956,36.524485,
경상북도,경주시,불국사초등학교 운동장,경상북도 경주시 구정동   392-2,4997,129.301336,35.777961,
경상북도,경주시,용강초등학교 운동장,경상북도 경주시 용강동   1293,6834,129.229323,35.875758,
경상북도,경주시,천북초등학교 운동장,경상북도 경주시 천북면 동산리 434,1484,129.267653,35.896722,
경상북도,경주시,모아초등학교 모서분교 운동장,경상북도 경주시 강동면 모서리 529,741,129.25301,35.95026,
인천광역시,서구,불로초등학교 운동장,인천광역시 서구 불로동   799-2,2962,126.688596,37.614401,학교장
인천광역시,서구,중동공원,인천광역시 서구 검암동   613-5,2957,126.677138,37.564903,서구청장
경상북도,경주시,의곡초등학교 운동장,경상북도 경주시 산내면 의곡리 89-14,2063,129.047415,35.7551,
경상북도,경주시,외동중학교 운동장,경상북도 경주시 외동읍 입실리 443-1,4958,129.325258,35.717059,
경상북도,경주시,천포초등학교 운동장,경상북도 경주시 건천읍 천포리 721,2194,129.094669,35.845493,
경상북도,경주시,산대초등학교 운동장,경상북도 경주시 안강읍 산대리 2387,9167,129.197654,36.002765,
인천광역시,계양구,이촌공원,인천광역시 계양구 효성동   산18-0,15967,126.712565,37.536463,유민철
전라남도,여수시,봉덕초등학교 운동장,전라남도 여수시 돌산읍 죽포리 1623,797,127.778342,34.642078,김명희
전라남도,여수시,여안초등학교 운동장,전라남도 여수시 남면 안도리 991,660,127.805547,34.485475,김수구
대전광역시,동구,한밭여자중학교 운동장,대전광역시 동구 대동   28,2528,127.44906,36.329642,류미희
대전광역시,동구,동아마이스터고등학교 운동장,대전광역시 동구 자양동   2,20974,127.453732,36.343631,최원석
전라남도,여수시,종고초등학교 운동장,전라남도 여수시 덕충동   111,8329,127.743796,34.749892,박남주
대전광역시,동구,세천초등학교 운동장,대전광역시 동구 세천동   70,5000,127.493617,36.341347,강현숙
경기도,오산시,대호초등학교,경기도 오산시 궐동   661,2064,127.057737,37.159078,최승진
경상북도,군위군,구)대율초등학교(폐교) 운동장,경상북도 군위군 부계면 대율리 644-1,1444,128.6546,36.062597,
경상북도,군위군,우보초등학교 운동장,경상북도 군위군 우보면 이화리 1566-1,1768,128.661475,36.19485,
제주특별자치도,서귀포시,칠십리시공원,제주특별자치도 서귀포시 서홍동   572-0,15480,126.553482,33.247132,
